,vvs_id,Elapsed,percent_depleted,product_vends,average_daily_sales,ExpMachine,rank_ads
1503,633930,7.0,15.8126,57.0,29.6203,0,0.812960235640648
1504,636432,7.0,23.8654,62.0,29.5394,0,0.812960235640648
1505,638905,7.0,30.0147,76.0,29.463,0,0.812960235640648
1506,641278,7.0,32.3573,83.0,29.3899,0,0.812960235640648
1507,643878,7.0,36.164,86.0,29.318,0,0.812960235640648
1508,646499,7.0,32.3573,85.0,29.2467,0,0.812960235640648
1509,649259,7.0,29.8683,68.0,29.1707,0,0.812960235640648
1510,651874,7.0,25.1831,76.0,29.0964,0,0.812960235640648
1511,654401,7.0,29.5755,85.0,29.0264,0,0.812960235640648
1512,656956,7.0,33.2358,87.0,28.9568,0,0.812960235640648
1513,659879,8.0,36.6033,115.0,28.8827,0,0.812960235640648
1514,662192,6.0,32.2109,58.0,28.8194,0,0.812960235640648
1515,664787,7.0,35.1391,109.0,28.7579,0,0.812960235640648
1516,667190,7.0,41.5813,74.0,28.6868,0,0.812960235640648
1517,670029,7.0,28.9898,61.0,28.6124,0,0.812960235640648
1518,672609,7.0,28.8434,80.0,28.5438,0,0.812960235640648
1519,675219,7.0,35.2856,94.0,28.4804,0,0.812960235640648
1520,677981,7.0,35.432,85.0,28.414,0,0.812960235640648
1521,680539,7.0,39.2387,101.0,28.353,0,0.812960235640648
1522,683139,7.0,34.9927,79.0,28.2862,0,0.812960235640648
1523,685769,7.0,34.1143,95.0,28.224,0,0.812960235640648
1524,687886,7.0,33.3822,69.0,28.1553,0,0.812960235640648
1525,690585,7.0,33.9678,105.0,28.0969,0,0.812960235640648
1526,692794,7.0,33.675,70.0,28.0297,0,0.812960235640648
1527,695280,7.0,29.8683,73.0,27.9625,0,0.812960235640648
1528,697854,7.0,32.9429,102.0,27.9038,0,0.812960235640648
1529,702109,14.0,50.0733,184.0,27.784,0,0.812960235640648
1530,704495,7.0,30.3075,55.0,27.713,0,0.812960235640648
1531,706943,7.0,25.3295,83.0,27.6505,0,0.812960235640648
1532,709495,7.0,33.8214,89.0,27.5901,0,0.812960235640648
1533,712108,7.0,40.8492,121.0,27.5397,0,0.812960235640648
1534,714644,7.0,48.1699,125.0,27.4909,0,0.812960235640648
1535,719985,14.0,58.126,193.0,27.3776,0,0.812960235640648
1536,722186,7.0,38.0674,76.0,27.3159,0,0.812960235640648
1537,724863,7.0,40.1172,119.0,27.2665,0,0.812960235640648
1538,727707,7.0,40.7028,104.0,27.2123,0,0.812960235640648
1539,730450,7.0,37.4817,113.0,27.1616,0,0.812960235640648
1540,733068,7.0,34.2607,75.0,27.1012,0,0.812960235640648
1541,735792,7.0,27.9649,78.0,27.0417,0,0.812960235640648
1542,738534,7.0,22.9869,68.0,26.9796,0,0.812960235640648
1543,741222,7.0,24.0118,72.0,26.9192,0,0.812960235640648
1544,743771,7.0,27.3793,78.0,26.861,0,0.812960235640648
1545,746656,7.0,32.5037,92.0,26.8058,0,0.812960235640648
1546,749423,7.0,36.164,70.0,26.746,0,0.812960235640648
1547,752048,7.0,34.4071,85.0,26.6908,0,0.812960235640648
1548,756588,14.0,36.8961,94.0,26.5602,0,0.812960235640648
1549,761880,14.0,32.6501,129.0,26.4407,0,0.812960235640648
1550,765412,14.0,31.186,88.0,26.3119,0,0.812960235640648
1551,770389,14.0,41.1421,164.0,26.2055,0,0.812960235640648
1552,775800,14.0,51.8302,146.0,26.0937,0,0.812960235640648
1776,634297,7.0,56.4155,88.0,27.7271,0,0.7717231222385862
1777,635510,4.0,60.4888,67.0,27.679,0,0.7717231222385862
1778,637005,3.0,65.1732,84.0,27.6565,0,0.7717231222385862
1779,639329,7.0,82.0774,129.0,27.5785,0,0.7717231222385862
1780,640279,4.0,62.3218,57.0,27.5278,0,0.7717231222385862
1781,641851,3.0,63.3402,99.0,27.512,0,0.7717231222385862
1782,642933,4.0,60.0815,49.0,27.4581,0,0.7717231222385862
1783,644524,3.0,63.5438,83.0,27.4363,0,0.7717231222385862
1784,645721,4.0,61.0998,84.0,27.3972,0,0.7717231222385862
1785,647285,3.0,71.6905,96.0,27.3798,0,0.7717231222385862
1786,648388,4.0,79.2261,37.0,27.3228,0,0.7717231222385862
1787,649872,3.0,47.2506,121.0,27.3178,0,0.7717231222385862
1788,650876,4.0,50.5092,92.0,27.2836,0,0.7717231222385862
1789,652300,3.0,38.4929,30.0,27.2418,0,0.7717231222385862
1790,653575,4.0,48.8799,51.0,27.1906,0,0.7717231222385862
1791,655013,3.0,53.5642,81.0,27.169,0,0.7717231222385862
1792,656186,4.0,62.9328,46.0,27.1167,0,0.7717231222385862
1793,657622,3.0,52.1385,82.0,27.0969,0,0.7717231222385862
1794,658548,4.0,50.9165,34.0,27.0402,0,0.7717231222385862
1795,660084,3.0,49.8982,87.0,27.0207,0,0.7717231222385862
1796,661279,4.0,49.4909,68.0,26.9781,0,0.7717231222385862
1797,662768,3.0,56.4155,122.0,26.9751,0,0.7717231222385862
1798,663627,4.0,61.9145,104.0,26.945,0,0.7717231222385862
1799,664904,3.0,55.1935,35.0,26.9061,0,0.7717231222385862
1800,666242,4.0,48.6762,74.0,26.8667,0,0.7717231222385862
1801,668032,3.0,53.1569,68.0,26.8412,0,0.7717231222385862
1802,669147,4.0,51.3239,50.0,26.7916,0,0.7717231222385862
1803,670435,3.0,45.8249,53.0,26.7614,0,0.7717231222385862
1804,671698,4.0,39.3076,18.0,26.6998,0,0.7717231222385862
1805,673146,3.0,39.1039,13.0,26.6542,0,0.7717231222385862
1806,674202,4.0,51.1202,77.0,26.6144,0,0.7717231222385862
